family,scenario,field,segment,n_traj,n_time,dt,grid,static_share,dynamic_share,boxcar_low_share,boxcar_mid_share,boxcar_high_share,boxcar_share_bin1,boxcar_share_le_2,boxcar_share_le_4,boxcar_share_le_8,boxcar_modes_50,boxcar_modes_90,boxcar_modes_99,boxcar_effective_modes,boxcar_centroid_rel,boxcar_ar1_phi,boxcar_excess_share,boxcar_peak_bin,boxcar_peak_over_null,boxcar_peak_rel_nyquist,boxcar_low_share_sd,boxcar_excess_share_sd,hann_low_share,hann_mid_share,hann_high_share,hann_share_bin1,hann_share_le_2,hann_share_le_4,hann_share_le_8,hann_modes_50,hann_modes_90,hann_modes_99,hann_effective_modes,hann_centroid_rel,hann_ar1_phi,hann_excess_share,hann_peak_bin,hann_peak_over_null,hann_peak_rel_nyquist,hann_low_share_sd,hann_excess_share_sd,spatial_box_low_share,spatial_box_mid_share,spatial_box_high_share,spatial_box_share_bin1,spatial_box_share_le_2,spatial_box_share_le_4,spatial_box_share_le_8,spatial_box_modes_50,spatial_box_modes_90,spatial_box_modes_99,spatial_box_effective_modes,spatial_box_centroid_rel,spatial_radial_low_share,spatial_radial_mid_share,spatial_radial_high_share,spatial_radial_share_bin1,spatial_radial_share_le_2,spatial_radial_share_le_4,spatial_radial_share_le_8,spatial_radial_modes_50,spatial_radial_modes_90,spatial_radial_modes_99,spatial_radial_effective_modes,spatial_radial_centroid_rel,spatial_var_at_modes_4,spatial_var_at_modes_8,spatial_var_at_modes_12,spatial_var_at_modes_16
Gray-Scott reaction-diffusion,gliders,B,train,3,60,10.0,128x128,0.14651473700541548,0.8534852629945846,0.6661190661487846,0.3073074367424687,0.026573497108746822,0.3394805914671766,0.5422377881714191,0.7463545770074319,0.8964037430623727,2,9,20,5.394181563420436,0.12528544772857303,0.8631511469433252,0.08209643046860544,7,1.286605534751374,0.23333333333333334,0.03065076974256869,0.023958172068137308,0.9695414517435113,0.030438811419028766,1.973683745996134e-05,0.6858861708063015,0.9058557827190645,0.9884430535715512,0.9993806974856715,1,2,5,1.9109777911787336,0.048671178414869835,0.9883566723236079,0.1464296222204793,2,1.4343835287772482,0.06666666666666667,0.007594910758508059,0.012684006305330158,0.561600014046241,0.4355700563896991,0.0028299295640599603,0.054174411922280556,0.13870429562182324,0.3731246037705992,0.7119099938047124,6,13,26,13.224721587723836,0.11023646173193934,0.7283835076507923,0.27109655296222607,0.0005199393869817386,0.054174411922280556,0.13870429562182324,0.338506822350073,0.67654940366815,6,15,28,14.337551074785098,0.08378153081629906,0.3731246037705992,0.7119099938047125,0.8771720503393305,0.9441769540704331
Gray-Scott reaction-diffusion,gliders,B,settled,3,501,10.0,128x128,0.0736455987060055,0.9263544012939945,0.9866192988884335,0.0126925318775585,0.0006881692340079689,0.16301690466213686,0.32328124267146185,0.5839007836901813,0.828661280333662,4,12,28,9.4412695759222,0.022514714992363294,0.993681484912446,0.417046303262578,6,3.4153244309105704,0.024,0.00014673107705505717,0.004376513965006044,0.9910447146821681,0.008953848177561508,1.4371402701753567e-06,0.14551577887664247,0.3190309370228741,0.591216603230436,0.8381844812204935,4,11,25,9.2408775748149,0.02120439769500278,0.9958382005182251,0.45727449830875083,6,3.7880170278301852,0.024,0.00026381618089206944,0.001761478135776698,0.23208225889824535,0.7653377455402193,0.002579995561535364,0.010081245954457984,0.026529058811323097,0.09314684577461282,0.4630910127877718,9,14,26,12.64164688665996,0.14710026525373654,0.503630226761734,0.49608077574169324,0.00028899749657283573,0.010081245954457986,0.0265290588113231,0.0776732084432546,0.38904846992198366,9,16,28,13.424014677258397,0.1122933520079078,0.09314684577461282,0.46309101278777187,0.8268910780450915,0.9380370513883944
Gray-Scott reaction-diffusion,maze,A,full,3,1001,10.0,128x128,0.5842486427239822,0.4157513572760178,0.9753644051513706,0.020395221320417656,0.004240373528211644,0.3169015305243697,0.4424212793613139,0.5888094894870952,0.7432940428196949,3,17,123,7.316231386725179,0.01915198096480966,0.9866200490215215,0.12339922518979964,14,1.8887529794536426,0.028,0.009068425485849468,0.025809926220448035,0.9999856988879748,1.4301107321984117e-05,4.703457014318573e-12,0.8038534639873873,0.9448100896553995,0.9814114843611051,0.9934101675316424,1,2,7,1.4994838319244512,0.002733613369717256,0.999,0.20114573131985106,1,1.3337367689470254,0.002,4.43945780478647e-06,0.011647016795273047,0.11284387386233788,0.8867385312188673,0.00041759491879482156,0.02033709860416653,0.04703998892875781,0.07807241450045613,0.15695865808942638,12,15,18,9.933939553846491,0.18144558558977675,0.1608009247683744,0.83913610455361,6.297067801558686e-05,0.02033709860416653,0.04703998892875781,0.07281050029404915,0.14244822207186977,14,16,19,8.155711061514562,0.1401965447115796,0.07807241450045613,0.15695865808942636,0.5197839172680385,0.9634321131672592
Gray-Scott reaction-diffusion,maze,A,train,3,60,10.0,128x128,0.4643455091227094,0.5356544908772907,0.8960241986408043,0.0849656189295943,0.01901018242960124,0.734737365649364,0.8524051564278194,0.9195004624554766,0.9588216064073066,1,4,21,1.796390529735888,0.07025076081803965,0.9365117187224643,0.19518974873058695,1,1.3617655654662462,0.03333333333333333,0.021984399156449938,0.022554516234945084,0.9973351839958956,0.0026645849795228185,2.310245815870038e-07,0.7832158274408166,0.9818523199835132,0.9995041059975313,0.99999194397405,1,2,3,1.5310933146816954,0.041276579993252904,0.9917891995266822,0.22151675469649473,2,1.2985650446549328,0.06666666666666667,0.0008397733404339649,0.004710977618819483,0.5972306637923384,0.4024229970546473,0.0003463391530142855,0.09860787796982995,0.24900150237038102,0.4268783200460011,0.7519805762836375,5,12,18,11.885089564511597,0.09386058272623338,0.7702039655640531,0.22975716506251864,3.886937342822154e-05,0.09860787796982995,0.24900150237038102,0.3994472441995567,0.7158956895179699,6,12,19,12.46017846107756,0.07077639342369552,0.4268783200460012,0.7519805762836375,0.9288434543235151,0.9836189098211382
Gray-Scott reaction-diffusion,maze,A,settled,3,501,10.0,128x128,0.9582385233553702,0.041761476644629786,0.981665009884061,0.0153881666250924,0.0029468234908466046,0.671524416861838,0.8034154893708068,0.8931634134078232,0.9442482176164125,1,5,46,2.111575552472675,0.013622476179051966,0.9906939971110698,0.15593193491120796,1,1.3024325225249096,0.004,0.001370623437753087,0.006711195167024722,0.9999925788331743,7.421164309408648e-06,2.5161321476323693e-12,0.8602601576671519,0.9766366083620516,0.9953312006452559,0.9992899563660496,1,2,3,1.3265856371318907,0.004740066283941057,0.999,0.2536420950243493,1,1.4181248641349844,0.004,5.5603975079844705e-06,0.024548106280486596,0.0038239388802536007,0.9957653021435307,0.00041075897621582394,0.00011973825870508125,0.00039439590825219163,0.0012841347322765004,0.013325656210517178,13,15,18,6.9450652009775125,0.20412002476915536,0.013050203969071233,0.9868748118453078,7.498418562075093e-05,0.00011973825870508125,0.00039439590825219163,0.001084871933503563,0.008234704833227639,14,16,19,5.207754267164101,0.158471342011174,0.0012841347322765004,0.01332565621051718,0.39078588421055754,0.9602280797263806
Gray-Scott reaction-diffusion,maze,B,full,3,1001,10.0,128x128,0.681047315139346,0.318952684860654,0.9719946655130718,0.02466768932897367,0.0033376451579548126,0.42876349063152747,0.5549942588503951,0.672719897710202,0.7811322118196747,2,17,128,4.717601311860676,0.01787835229886454,0.9872598377732362,0.17471977643702818,15,1.5440482428220952,0.03,0.00787361592950591,0.061968701080769635,0.9999818920328922,1.810795458403819e-05,1.2523388166250939e-11,0.7910398404844795,0.9463556672751773,0.9845035016173508,0.9951886282493939,1,2,6,1.536602469623384,0.002715969499637855,0.999,0.19011649300198602,1,1.3124766741972935,0.002,1.1028123268668795e-05,0.012857494448239522,0.04194587645590583,0.9558961870063137,0.00215793653778042,0.006076235790716404,0.014562211052009243,0.02618028674772938,0.06738404658350661,13,16,21,8.589767131689166,0.19996562064101508,0.06901550163668635,0.9306040638276831,0.00038043453563029443,0.006076235790716402,0.01456221105200924,0.023971569152804153,0.05766563366936614,14,17,22,6.908374442894162,0.1548371725548106,0.02618028674772938,0.06738404658350662,0.418458036623541,0.9359439346847739
Gray-Scott reaction-diffusion,maze,B,train,3,60,10.0,128x128,0.39670645866521576,0.6032935413347842,0.8574947859436325,0.12503352346193208,0.017471690594435763,0.6582202338284451,0.7977787297691468,0.8895662539381609,0.9487977900807543,1,5,19,2.181093596392186,0.07868788016774382,0.9272835094739688,0.1368703771272072,1,1.2625307657956093,0.03333333333333333,0.028974449804009383,0.025075778542645363,0.9909719593681163,0.009027147718884411,8.929129989254361e-07,0.7187486693427158,0.9545587563498333,0.998147689646764,0.9999712903181607,1,2,3,1.7434193794462072,0.04461125575568979,0.9899851596217155,0.1946618609213701,2,1.5396942451093836,0.06666666666666667,0.0012652399126393055,0.004686131030181228,0.40698961444620796,0.5900306615836141,0.002979723970178227,0.05477247548629705,0.1426099428811134,0.2646923073165278,0.5672285467984983,8,15,26,16.16504088295632,0.12880400927618935,0.5856273589302505,0.41394220432758827,0.0004304367421612452,0.05477247548629704,0.14260994288111337,0.24306185556553084,0.5231045988156177,8,16,28,17.131814427079682,0.09796733135513266,0.2646923073165278,0.5672285467984982,0.821759380595265,0.9381400810507509
Gray-Scott reaction-diffusion,maze,B,settled,3,501,10.0,128x128,0.9557080045840305,0.04429199541596931,0.9818387847728297,0.015242040163783664,0.002919175063386544,0.6745626120544842,0.8057196897709544,0.8943050124658631,0.9448279352163697,1,5,45,2.0949338326332643,0.013526986140416383,0.9907816817083931,0.1575707114662081,1,1.30478371380076,0.004,0.0013575120883080574,0.006537585712503119,0.999994153497539,5.846500180755194e-06,2.2799727217749375e-12,0.8626305824030666,0.9784372794150774,0.9958580692471316,0.9994159663774467,1,2,3,1.31971616665419,0.0047125101758278805,0.999,0.25601251976026396,1,1.422032470719575,0.004,4.39651429867358e-06,0.022721177672008507,0.001360099564842201,0.9967071393485009,0.00193276108665696,3.083138260602407e-05,0.00010438244982070459,0.0003753901773439302,0.006427418636567193,13,16,20,7.04328695279709,0.20950711521659052,0.005956687752775226,0.9936440963624196,0.0003992158848051222,3.083138260602407e-05,0.0001043824498207046,0.0003087013961550943,0.0033814519118118684,14,17,21,5.254817664278502,0.1628013354070037,0.0003753901773439302,0.006427418636567193,0.3480415838369841,0.9404886226928927
Gray-Scott reaction-diffusion,spirals,A,full,3,1001,10.0,128x128,0.014161172054229102,0.9858388279457708,0.9835722774386523,0.015215330755695968,0.0012123918056517597,0.028844377111243397,0.055478850830331716,0.1097440069886755,0.21696842024152777,18,29,61,30.956245603504666,0.03637806465545574,0.9887277298589907,0.6408629490443422,23,20.926846176516634,0.046,0.0013723417560010318,0.016021882200391965,0.991206548801909,0.008793087045140488,3.6415295054447854e-07,0.023830329686405034,0.05126185735030149,0.10839423105326858,0.2143592827008768,18,28,49,29.837540306189663,0.03460093362979613,0.992106162773942,0.6899181187389717,23,29.211145295840215,0.046,8.106336328519975e-05,0.009170307025138807,0.625031347888064,0.37467606131697834,0.0002925907949576727,0.063357028468867,0.15988057975851866,0.40155273514015855,0.7800198983389688,5,11,18,11.45709557416379,0.09460149697625975,0.8010135098839234,0.19895139629929254,3.50938167842803e-05,0.063357028468867,0.1598805797585187,0.3616201300848413,0.746020299598958,6,12,19,12.26591769737103,0.07140329163698364,0.4015527351401586,0.7800198983389687,0.9392455949747467,0.9835005886614494
Gray-Scott reaction-diffusion,spirals,A,train,3,60,10.0,128x128,0.18235277956076995,0.8176472204392301,0.8926035850660554,0.08886029699736403,0.018536117936580485,0.6472585738072643,0.8315413120673892,0.9206448809431653,0.9604452312455838,1,4,21,2.183565511798913,0.07340877562295309,0.9357376631969131,0.12161478874243488,1,1.202942036950756,0.03333333333333333,0.014606509816445531,0.017176110502049213,0.9930800086205573,0.0069193888351152645,6.025443275455314e-07,0.7107136786049939,0.9622512505449812,0.9982207223977339,0.9999717771228893,1,2,3,1.7563468541000853,0.04455231355389629,0.9903549151190942,0.20225734951512378,2,1.642829857158965,0.06666666666666667,0.000533028734779011,0.002661535749345312,0.7302152646912121,0.2694763398560926,0.0003083954526952109,0.06067866014865073,0.22746374592786925,0.5206776557842347,0.8519383388879836,4,10,17,9.061099180552414,0.08078422840089283,0.8691534396592302,0.13080309759943418,4.346274133539128e-05,0.06067866014865072,0.22746374592786922,0.48853377302944756,0.8266683932542739,5,10,19,9.702381936063476,0.0606662251418602,0.5206776557842347,0.8519383388879835,0.9566744022093066,0.9871417328532894
Gray-Scott reaction-diffusion,spirals,A,settled,3,501,10.0,128x128,0.027848877974084734,0.9721511220259151,0.986223580456026,0.013074334607434112,0.0007020849365397864,0.0529167131133335,0.1072093006829396,0.2157065101648194,0.4645006689765725,9,14,28,15.404402987853054,0.03652702393388245,0.9897863355036975,0.6259519567248062,11,15.515019682821674,0.044,0.0003111687456855108,0.007159020186535574,0.9913536054432178,0.008646030867240036,3.636895420819167e-07,0.04475644307096732,0.09851808449633909,0.20633876705229243,0.4575225641709608,9,14,25,14.765851265978242,0.035441439672226065,0.9919426144926737,0.6561889697782862,11,18.109634841882098,0.044,0.0001267329980258287,0.004418351879813433,0.6180983100202382,0.3816084020272515,0.00029328795251039156,0.06558425173663462,0.16159180029432968,0.3934358225634579,0.7740035570778399,5,11,18,11.637822691759599,0.0954872551153721,0.7954958704287531,0.20446936959847628,3.4759972770627556e-05,0.06558425173663462,0.16159180029432968,0.3539842512826473,0.7401051357263249,6,12,20,12.44829872912841,0.07206462729809543,0.3934358225634579,0.7740035570778397,0.937655567809389,0.9832279832041619
Gray-Scott reaction-diffusion,spirals,B,full,3,1001,10.0,128x128,0.013383078007231103,0.9866169219927688,0.9456811441002079,0.052554374588556246,0.0017644813112358284,0.026963973999024855,0.05289491015520454,0.10538575250401375,0.20789933951710138,19,40,103,39.099310036185265,0.04371635058769249,0.9817396588890165,0.564491313980256,23,10.739319058696916,0.046,0.0031597205309868487,0.0237504115847117,0.9627459723540347,0.03725117701404479,2.8506319205136705e-06,0.023256476261083684,0.05110521626993059,0.1085444928821143,0.21473249530027025,18,37,72,37.15473019866448,0.03955406069829306,0.9883542873977396,0.6369274153465698,23,16.7112325297453,0.046,0.0009292909023741729,0.008270394092332609,0.40472443374426226,0.5921711077493521,0.0031044585063853916,0.03413208206291611,0.08737652349823877,0.23473273527497385,0.5616953190737441,8,15,27,16.363918290174805,0.13462818706011032,0.583109017114109,0.4164233408154659,0.00046764207042515957,0.03413208206291612,0.0873765234982388,0.20758005448301348,0.5192266841406169,8,17,29,17.66184493920345,0.10268824042509758,0.23473273527497385,0.5616953190737443,0.806126715627688,0.9209758105893234
