family,scenario,field,segment,n_traj,n_time,dt,grid,static_share,dynamic_share,boxcar_low_share,boxcar_mid_share,boxcar_high_share,boxcar_share_bin1,boxcar_share_le_2,boxcar_share_le_4,boxcar_share_le_8,boxcar_modes_50,boxcar_modes_90,boxcar_modes_99,boxcar_effective_modes,boxcar_centroid_rel,boxcar_ar1_phi,boxcar_excess_share,boxcar_peak_bin,boxcar_peak_over_null,boxcar_peak_rel_nyquist,boxcar_low_share_sd,boxcar_excess_share_sd,hann_low_share,hann_mid_share,hann_high_share,hann_share_bin1,hann_share_le_2,hann_share_le_4,hann_share_le_8,hann_modes_50,hann_modes_90,hann_modes_99,hann_effective_modes,hann_centroid_rel,hann_ar1_phi,hann_excess_share,hann_peak_bin,hann_peak_over_null,hann_peak_rel_nyquist,hann_low_share_sd,hann_excess_share_sd
Turbulent radiative layer 2D,tcool_0.32,density,train,1,60,1.597033,128x384,0.9199965223429372,0.08000347765706291,0.45058198702520946,0.3990726220103424,0.15034539096444838,0.11292793483794823,0.19647446599445756,0.5151983957941434,0.6613535469542318,4,19,29,9.896384758652573,0.25717861895351424,0.5823628386236925,0.17665004855822214,3,2.5010245841686713,0.1,0.0,0.0,0.32453134223516394,0.4987112703213521,0.17675738744348404,0.050441308871250014,0.11725004087833668,0.4231090456278299,0.5841624844850594,7,21,29,12.9647667122254,0.29750887973136914,0.5054662984028016,0.18469848868406075,3,2.3313669395384204,0.1,0.0,0.0
Turbulent radiative layer 2D,tcool_0.32,pressure,full,1,101,1.597033,128x384,0.023875510557167575,0.9761244894428326,0.5729086008720738,0.28781293287250875,0.13927846625541745,0.41704280294154106,0.4542127973427622,0.5262970401815643,0.6528892833482106,4,32,48,5.337089035477641,0.1956597512407155,0.6760535088479397,0.33882665165400305,1,3.958325861089904,0.02,0.0,0.0,0.5957370777056695,0.2875857213757875,0.11667720091854324,0.3492387869518423,0.4839336127256686,0.5690002441892534,0.7023275857104075,3,29,48,6.561524964063654,0.1784934102564587,0.7407893936357065,0.27364895349214596,1,2.5561051308235014,0.02,0.0,0.0
Turbulent radiative layer 2D,tcool_0.32,pressure,train,1,60,1.597033,128x384,0.00453275045813384,0.9954672495418663,0.7767875848626907,0.171639677007095,0.05157273813021414,0.5407857954665962,0.7098723107771587,0.8202781657039194,0.8901894597748249,1,9,27,3.0302470606460292,0.1163365151857769,0.8515083695390233,0.17405660668895317,1,1.4670932074174476,0.03333333333333333,0.0,0.0,0.8412248558906268,0.10226124399420437,0.05651390011516921,0.7181280929092854,0.8086963731239616,0.8463962910613916,0.9013463661743654,1,8,27,1.8996742097558605,0.10378048095515195,0.862678334119456,0.3347201889768193,1,1.8459877322905274,0.03333333333333333,0.0,0.0
Turbulent radiative layer 2D,tcool_0.56,density,full,1,101,1.597033,128x384,0.9013673209205417,0.0986326790794581,0.39627400429952414,0.47471574467148664,0.12901025102898916,0.08220073208491703,0.13717201353972644,0.2719109308134274,0.5564206268735026,7,29,48,19.194897701639903,0.2330016557534242,0.6448488904954662,0.12930178401238748,5,1.9286966157216268,0.1,0.0,0.0,0.36495677894848566,0.5200445878478687,0.11499863320364576,0.039934684557841375,0.07234541694257815,0.22456200012251798,0.579145524504578,7,27,47,16.620815531342792,0.22763784794265324,0.6698549548943781,0.20369734913261295,5,2.1169255437528562,0.1,0.0,0.0
Turbulent radiative layer 2D,tcool_0.56,density,train,1,60,1.597033,128x384,0.9212196186476455,0.0787803813523545,0.33445660665628035,0.5217712538564735,0.14377213948724615,0.10058451854965982,0.17021477928084505,0.5109053425242853,0.6913373819785541,4,18,29,11.21725047628967,0.2515528302810169,0.6054938635631855,0.19201936472704761,4,2.0281443381392763,0.13333333333333333,0.0,0.0,0.305684223559309,0.5489011172378475,0.14541465920284355,0.06092052229075624,0.13540340757014513,0.4750642097722537,0.6730101524815031,5,18,28,11.780754905658142,0.2590215971695672,0.5988617676205921,0.18927032132181287,4,1.956077306337982,0.13333333333333333,0.0,0.0
Turbulent radiative layer 2D,tcool_0.56,pressure,full,1,101,1.597033,128x384,0.011261686141865807,0.9887383138581343,0.6641642308445049,0.23542326886567322,0.10041250028982203,0.1874135659869388,0.22213400863834146,0.6215609342745229,0.7283787152937637,4,26,48,7.88557953847903,0.1709535084822982,0.7488913466363505,0.2819653826364272,3,2.35869763307502,0.06,0.0,0.0,0.7610580388809154,0.13691500065102905,0.10202696046805575,0.15361579669469097,0.2684691900380457,0.7334088155549798,0.7834217820031754,3,26,48,6.380346922616466,0.15804383536128103,0.771461210273945,0.29678602267107373,3,2.740321648336348,0.06,0.0,0.0
Turbulent radiative layer 2D,tcool_0.56,pressure,train,1,60,1.597033,128x384,0.009574927118535536,0.9904250728814645,0.5780015569659621,0.28377488963177655,0.13822355340226128,0.4004067487246772,0.45861623147366865,0.6233574147045254,0.7518654925775864,3,19,29,5.316433746393806,0.20704679530839668,0.6632310308529349,0.24803295290207036,1,2.375019694014523,0.03333333333333333,0.0,0.0,0.7638189545066538,0.15594422421362303,0.08023682127972291,0.5195177966504969,0.7007833617149338,0.7899077918272579,0.8668232130376075,1,12,28,3.2276946973535536,0.13658527643351126,0.8308077521453459,0.20003289591682885,28,1.851329815692402,0.9333333333333333,0.0,0.0
Turbulent radiative layer 2D,tcool_1.00,density,full,1,101,1.597033,128x384,0.9125806791223854,0.08741932087761466,0.32816784445883085,0.5494188345230558,0.12241332101811363,0.11130659687676686,0.145962361402122,0.2464822937384834,0.5598532418176242,7,28,48,15.582721148324168,0.23416179755745348,0.6433495049128933,0.1912880966641968,6,2.996404093106972,0.12,0.0,0.0,0.32666385670009596,0.5730572047214585,0.10027893857844547,0.06404426341090681,0.09960890896195823,0.1783280579999964,0.5982039829678454,6,26,47,13.225584695449967,0.2231825893927089,0.6844245316001224,0.2848904563405271,6,3.071725921179799,0.12,0.0,0.0
Turbulent radiative layer 2D,tcool_1.00,density,train,1,60,1.597033,128x384,0.9120447706578093,0.0879552293421906,0.37104627312090843,0.4944228955316292,0.1345308313474623,0.11471534753337474,0.1694236424585212,0.5244030810985029,0.6860076786779913,4,18,29,10.668501249275122,0.24814265500251798,0.6124894126289026,0.19215320053183416,3,1.892914588662085,0.1,0.0,0.0,0.2894655206696289,0.552674828750088,0.15785965058028312,0.06396110968886198,0.12284979671014361,0.44517836880850103,0.6076631477861036,6,18,29,12.960412340979541,0.2798682919101353,0.5489650395583235,0.20536068162104512,4,1.8807343710833133,0.13333333333333333,0.0,0.0
Turbulent radiative layer 2D,tcool_1.00,pressure,full,1,101,1.597033,128x384,0.011091184317141428,0.9889088156828587,0.5745031092942867,0.2892422950385514,0.1362545956671619,0.32542934299236,0.42812406999775976,0.5179140268899041,0.6568425573909418,4,31,48,7.628830736142407,0.1962311668573438,0.6802683371112166,0.24019418348035357,1,3.0408005826176683,0.02,0.0,0.0,0.5456224917675007,0.3431121122073857,0.1112653960251136,0.27563877398197933,0.37075517575418304,0.4989252416893127,0.6470087686219921,5,28,47,9.413825148418294,0.1886188556684679,0.7205572417464808,0.22883902852453153,12,2.315320756959443,0.24,0.0,0.0
Turbulent radiative layer 2D,tcool_1.00,pressure,train,1,60,1.597033,128x384,0.014335328546815549,0.9856646714531844,0.46541735959781483,0.3434806980343116,0.1911019423678736,0.19696449014527442,0.3136543994533796,0.516272339679299,0.6772048622022522,4,21,29,11.090219146609881,0.2616847271848371,0.5551363437752485,0.15304090602633033,1,1.6407546880790715,0.03333333333333333,0.0,0.0,0.5296286924413494,0.3212378097956333,0.14913349776301738,0.2620813458604042,0.38571074574213166,0.6274418850084957,0.7316385903343797,3,19,28,8.251748715585155,0.21811621282659038,0.6727932171824473,0.158019662642575,16,1.5148620145588771,0.5333333333333333,0.0,0.0
Turbulent radiative layer 2D,tcool_1.78,density,full,1,101,1.597033,128x384,0.8840834536786429,0.11591654632135696,0.22860636530364964,0.6422083451294317,0.12918528956691855,0.07549758414162551,0.10250792133940051,0.14979400745567223,0.5257189278833793,8,29,48,16.21572772812654,0.2544714712347727,0.6121343308085135,0.23584038909965932,7,3.574583470866879,0.14,0.0,0.0,0.17479576233155553,0.7060558408989435,0.11914839676950124,0.03646983859152186,0.054422580674238705,0.09693618859897309,0.5504202397831186,8,28,47,14.343615971467715,0.2518488751012687,0.6321575468785381,0.3034074195152137,7,3.5132934853566553,0.14,0.0,0.0
Turbulent radiative layer 2D,tcool_1.78,density,train,1,60,1.597033,128x384,0.8958771906127653,0.10412280938723498,0.23925596498785945,0.6316461589506296,0.12909787606151102,0.08492100365158857,0.14931558447208582,0.42939776841864463,0.6721039474303063,5,17,29,12.665423928980212,0.26331332038529714,0.589941831560001,0.1898443531208607,4,2.210906794961669,0.13333333333333333,0.0,0.0,0.13842524408764856,0.7138393363772848,0.14773541953506622,0.03616796151996354,0.06845050186015542,0.2767138818526159,0.6113517354688784,7,18,29,14.863357407653176,0.2976680620829242,0.5289494008942123,0.23744427867170495,8,2.2058698638674294,0.26666666666666666,0.0,0.0
Turbulent radiative layer 2D,tcool_1.78,pressure,full,1,101,1.597033,128x384,0.005403381945880499,0.9945966180541194,0.7677688837088298,0.1499360869957451,0.08229502929542515,0.5490507655861075,0.6387329994669512,0.6813112372845183,0.8095465419938792,1,22,47,3.127466427871653,0.12654243605187246,0.8083564976512051,0.3889182826986299,1,2.890729320112808,0.02,0.0,0.0,0.8139903144454383,0.13500529360615485,0.051004391948406766,0.5918477129585994,0.6614239227901199,0.7288027099967361,0.8974297068403915,1,9,44,2.7057549627489283,0.0918096814502103,0.8834193423498738,0.34829825558751326,1,1.9449492755744395,0.02,0.0,0.0
Turbulent radiative layer 2D,tcool_1.78,pressure,train,1,60,1.597033,128x384,0.013738718233331079,0.9862612817666688,0.5057270923669609,0.30752444244107013,0.18674846519196908,0.2734474158188423,0.3504903983109192,0.56499336878227,0.6780790811018228,3,21,29,8.572129822787769,0.2525933667115279,0.56689971627051,0.2184539103232342,1,2.2013045337559785,0.03333333333333333,0.0,0.0,0.5439111790589064,0.2971817735918921,0.15890704734920155,0.29749731014333625,0.4143675089397582,0.6237897421617862,0.7236370542732473,3,19,29,7.585025693116953,0.2226239345151958,0.6379680920173194,0.18304836104251626,1,1.921147956699943,0.03333333333333333,0.0,0.0
